Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway
973,6769,1037,1.11894E+12,18.745,90.935,6451959.697,1872876.03,15.5,7,2,22.47,-4.37,2,101,208,1,0,2,1,967,975,71.42,3.18
973,6770,1037,1.11894E+12,18.819,93.164,6451960.587,1872878.128,15.5,7,2,22.19,-3.06,2,101,208,0,2,2,1,967,975,70.52,3.18
973,6771,1037,1.11894E+12,18.864,95.37,6451961.497,1872880.129,15.5,7,2,21.97,-2.11,2,101,208,0,2,2,1,967,975,69.5,3.16
973,6772,1037,1.11894E+12,18.932,97.548,6451962.368,1872882.098,15.5,7,2,21.78,2.66,2,101,208,0,2,2,1,967,975,68.36,3.14
973,6773,1037,1.11894E+12,19.043,99.716,6451963.286,1872884.076,15.5,7,2,21.59,2.15,2,101,208,0,2,2,1,967,975,67.17,3.11
973,6774,1037,1.11894E+12,19.186,101.879,6451964.276,1872886.006,15.5,7,2,21.3,-4.07,2,101,208,0,2,2,1,967,975,65.99,3.1
973,6775,1037,1.11894E+12,19.345,103.993,6451965.233,1872887.934,15.5,7,2,20.83,-5.77,2,101,208,0,2,2,1,967,0,64.88,3.11
973,6776,1037,1.11894E+12,19.488,106.036,6451966.134,1872889.751,15.5,7,2,20.36,-4.43,2,101,208,0,2,2,1,967,0,63.85,3.14
973,6777,1037,1.11894E+12,19.607,108.026,6451967.01,1872891.516,15.5,7,2,20.07,0.42,2,101,208,0,2,2,1,967,0,62.82,3.13
973,6778,1037,1.11894E+12,19.738,110.009,6451967.873,1872893.321,15.5,7,2,20,4.67,2,101,208,0,2,2,1,967,0,61.71,3.09
973,6779,1037,1.11894E+12,19.928,112.012,6451968.787,1872895.1,15.5,7,2,19.97,5.73,2,101,208,0,2,2,1,967,0,60.49,3.03
973,6780,1037,1.11894E+12,20.201,114.008,6451969.825,1872896.85,15.5,7,2,19.7,-3.8,2,101,208,0,2,2,1,967,0,59.24,3.01
973,6781,1037,1.11894E+12,20.514,115.955,6451970.879,1872898.528,15.5,7,2,19.13,-7.81,2,101,208,0,2,2,1,967,0,58.02,3.03
973,6782,1037,1.11894E+12,20.778,117.815,6451971.85,1872900.142,15.5,7,2,18.44,-9.24,2,101,208,0,2,2,1,967,0,56.91,3.09
973,6783,1037,1.11894E+12,20.952,119.599,6451972.663,1872901.718,15.5,7,2,17.86,-6.43,2,101,208,0,2,2,1,967,0,55.87,3.13
973,6784,1037,1.11894E+12,21.067,121.347,6451973.404,1872903.277,15.5,7,2,17.47,-3.23,2,101,208,0,2,2,1,967,0,54.87,3.14
973,6785,1037,1.11894E+12,21.169,123.072,6451974.192,1872904.867,15.5,7,2,17.18,-2.64,2,101,208,0,2,2,1,967,0,53.9,3.14
973,6786,1037,1.11894E+12,21.284,124.773,6451974.947,1872906.387,15.5,7,2,16.96,-2.4,2,101,208,0,2,2,1,967,0,52.96,3.12
973,6787,1037,1.11894E+12,21.401,126.444,6451975.681,1872907.866,15.5,7,2,16.78,-1.04,2,101,208,0,2,2,1,967,0,52.03,3.1
973,6788,1037,1.11894E+12,21.517,128.114,6451976.427,1872909.371,15.5,7,2,16.63,-1.3,2,101,208,0,2,2,1,967,0,51.06,3.07
973,6789,1037,1.11894E+12,21.633,129.795,6451977.169,1872910.866,15.5,7,2,16.24,-5.7,2,101,208,0,2,2,1,967,0,50.06,3.08
973,6790,1037,1.11894E+12,21.746,131.415,6451977.917,1872912.372,15.5,7,2,15.47,-10.12,2,101,208,0,2,2,1,967,0,49.11,3.17
973,6791,1037,1.11894E+12,21.85,132.912,6451978.584,1872913.716,15.5,7,2,14.53,-10.15,2,101,208,0,2,2,1,967,0,48.26,3.32
973,6792,1037,1.11894E+12,21.945,134.286,6451979.17,1872914.897,15.5,7,2,13.74,-6,2,101,208,0,2,2,1,967,980,47.5,3.46
973,6793,1037,1.11894E+12,22.035,135.594,6451979.761,1872916.09,15.5,7,2,13.34,-1.3,2,101,208,0,2,2,1,967,980,46.79,3.51
973,6794,1037,1.11894E+12,22.125,136.903,6451980.348,1872917.272,15.5,7,2,13.3,0.75,2,101,208,0,2,2,1,967,980,46.1,3.47
973,6795,1037,1.11894E+12,22.217,138.236,6451980.934,1872918.454,15.5,7,2,13.35,0.47,2,101,208,0,2,2,1,967,980,45.43,3.4
973,6796,1037,1.11894E+12,22.31,139.582,6451981.539,1872919.673,15.5,7,2,13.27,-1.51,2,101,208,0,2,2,1,967,980,44.73,3.37
973,6797,1037,1.11894E+12,22.403,140.918,6451982.139,1872920.881,15.5,7,2,12.98,-4.4,2,101,208,0,2,2,1,967,0,43.95,3.39
973,6798,1037,1.11894E+12,22.492,142.2,6451982.713,1872922.038,15.5,7,2,12.52,-5.53,2,101,208,0,2,2,1,967,0,43.11,3.44
973,6799,1037,1.11894E+12,22.576,143.415,6451983.25,1872923.12,15.5,7,2,12.04,-4.39,2,101,208,0,2,2,1,967,0,42.25,3.51
973,6800,1037,1.11894E+12,22.657,144.586,6451983.761,1872924.152,15.5,7,2,11.64,-3.3,2,101,208,0,2,2,1,967,0,41.41,3.56
973,6801,1037,1.11894E+12,22.735,145.724,6451984.281,1872925.199,15.5,7,2,11.33,-2.66,2,101,208,0,2,2,1,967,0,40.65,3.59
973,6802,1037,1.11894E+12,22.812,146.83,6451984.78,1872926.204,15.5,7,2,11.19,-0.85,2,101,208,0,2,2,1,967,0,39.94,3.57
973,6803,1037,1.11894E+12,22.888,147.927,6451985.25,1872927.15,15.5,7,2,11.23,1.61,2,101,208,0,2,2,1,967,0,39.23,3.49
973,6804,1037,1.11894E+12,22.966,149.053,6451985.749,1872928.156,15.5,7,2,11.33,1.58,2,101,208,0,2,2,1,967,0,38.45,3.39
973,6805,1037,1.11894E+12,23.046,150.215,6451986.281,1872929.23,15.5,7,2,11.26,-2.42,2,101,208,0,2,2,1,967,0,37.62,3.34
973,6806,1037,1.11894E+12,23.125,151.36,6451986.793,1872930.262,15.5,7,2,10.8,-7.29,2,101,208,0,2,2,1,967,0,36.81,3.41
973,6807,1037,1.11894E+12,23.198,152.414,6451987.263,1872931.209,15.5,7,2,10.01,-9.01,2,101,208,0,2,2,1,967,0,36.04,3.6
973,6808,1037,1.11894E+12,23.264,153.358,6451987.682,1872932.053,15.5,7,2,9.22,-7.29,2,101,208,0,2,2,1,967,0,35.32,3.83
973,6809,1037,1.11894E+12,23.323,154.22,6451988.059,1872932.813,15.5,7,2,8.67,-3.94,2,101,208,0,2,2,1,967,0,34.63,3.99
973,6810,1037,1.11894E+12,23.38,155.047,6451988.428,1872933.558,15.5,7,2,8.39,-1.31,2,101,208,0,2,2,1,967,0,33.96,4.05
973,6811,1037,1.11894E+12,23.438,155.876,6451988.793,1872934.292,15.5,7,2,8.23,-1.31,2,101,208,0,2,2,1,967,0,33.28,4.04
973,6812,1037,1.11894E+12,23.495,156.698,6451989.17,1872935.052,15.5,7,2,8.03,-2.63,2,101,208,0,2,2,1,967,0,32.57,4.06
973,6813,1037,1.11894E+12,23.55,157.488,6451989.527,1872935.771,15.5,7,2,7.79,-2.83,2,101,208,0,2,2,1,967,0,31.88,4.09
973,6814,1037,1.11894E+12,23.602,158.243,6451989.85,1872936.421,15.5,7,2,7.58,-1.52,2,101,208,0,2,2,1,967,0,31.25,4.12
973,6815,1037,1.11894E+12,23.653,158.981,6451990.181,1872937.089,15.5,7,2,7.48,-0.04,2,101,208,0,2,2,1,967,0,30.67,4.1
973,6816,1037,1.11894E+12,23.704,159.722,6451990.516,1872937.765,15.5,7,2,7.5,0.49,2,101,208,0,2,2,1,967,0,30.05,4.01
973,6817,1037,1.11894E+12,23.756,160.475,6451990.848,1872938.432,15.5,7,2,7.54,0.22,2,101,208,0,2,2,1,967,0,29.34,3.89
973,6818,1037,1.11894E+12,23.809,161.237,6451991.183,1872939.109,15.5,7,2,7.46,-1.28,2,101,208,0,2,2,1,967,0,28.62,3.84
973,6819,1037,1.11894E+12,23.861,161.995,6451991.527,1872939.802,15.5,7,2,7.16,-4.38,2,101,208,0,2,2,1,967,0,27.98,3.91
973,6820,1037,1.11894E+12,23.911,162.707,6451991.85,1872940.453,15.5,7,2,6.6,-7.27,2,101,208,0,2,2,1,967,0,27.44,4.16
973,6821,1037,1.11894E+12,23.954,163.331,6451992.127,1872941.011,15.5,7,2,5.9,-7.29,2,101,208,0,2,2,1,967,0,26.95,4.57
973,6822,1037,1.11894E+12,23.991,163.866,6451992.362,1872941.484,15.5,7,2,5.34,-4.42,2,101,208,0,2,2,1,967,0,26.47,4.96
973,6823,1037,1.11894E+12,24.025,164.355,6451992.571,1872941.906,15.5,7,2,5.04,-1.3,2,101,208,0,2,2,1,967,0,25.97,5.15
973,6824,1037,1.11894E+12,24.058,164.84,6451992.793,1872942.354,15.5,7,2,4.96,0.23,2,101,208,0,2,2,1,967,0,25.47,5.14
973,6825,1037,1.11894E+12,24.093,165.333,6451993.016,1872942.802,15.5,7,2,5,0.5,2,101,208,0,2,2,1,967,0,24.98,5
973,6826,1037,1.11894E+12,24.128,165.837,6451993.238,1872943.249,15.5,7,2,5.03,0.24,2,101,208,0,2,2,1,967,0,24.47,4.87
973,6827,1037,1.11894E+12,24.163,166.353,6451993.46,1872943.697,15.5,7,2,4.93,-1.78,2,101,208,0,2,2,1,967,0,23.96,4.86
973,6828,1037,1.11894E+12,24.198,166.852,6451993.695,1872944.171,15.5,7,2,4.62,-4.35,2,101,208,0,2,2,1,967,0,23.46,5.08
973,6829,1037,1.11894E+12,24.228,167.291,6451993.905,1872944.594,15.5,7,2,4.26,-3.97,2,101,208,0,2,2,1,967,0,23.02,5.4
973,6830,1037,1.11894E+12,24.255,167.68,6451994.047,1872944.879,15.5,7,2,4.03,-1.08,2,101,208,0,2,2,1,967,0,22.63,5.62
973,6831,1037,1.11894E+12,24.282,168.068,6451994.22,1872945.228,15.5,7,2,3.9,-0.19,2,101,208,0,2,2,1,967,0,22.24,5.7
973,6832,1037,1.11894E+12,24.31,168.482,6451994.416,1872945.625,15.5,7,2,3.61,-4.66,2,101,208,0,2,2,1,967,0,21.83,6.05
973,6833,1037,1.11894E+12,24.335,168.845,6451994.592,1872945.98,15.5,7,2,2.99,-8.61,2,101,208,0,2,2,1,967,0,21.47,7.18
973,6834,1037,1.11894E+12,24.351,169.077,6451994.706,1872946.209,15.5,7,2,2.45,-4.43,2,101,208,0,2,2,1,967,985,21.23,8.67
973,6835,1037,1.11894E+12,24.363,169.242,6451994.738,1872946.274,15.5,7,2,2.48,4.7,2,101,208,0,2,2,1,967,985,21.07,8.5
973,6836,1037,1.11894E+12,24.379,169.479,6451994.834,1872946.468,15.5,7,2,3.05,9.02,2,101,208,0,2,2,1,967,985,20.83,6.83
973,6837,1037,1.11894E+12,24.406,169.859,6451995.028,1872946.858,15.5,7,2,3.58,3.37,2,101,208,0,2,2,1,967,985,20.45,5.71
973,6838,1037,1.11894E+12,24.436,170.293,6451995.239,1872947.281,15.5,7,2,3.49,-5.71,2,101,208,0,2,2,1,967,985,20.02,5.74
973,6839,1037,1.11894E+12,24.46,170.639,6451995.394,1872947.594,15.5,7,2,2.86,-8.86,2,101,208,0,2,2,1,967,0,19.67,6.88
973,6840,1037,1.11894E+12,24.475,170.865,6451995.473,1872947.754,15.5,7,2,2.12,-6.18,2,101,208,0,2,2,1,967,0,19.45,9.17
973,6841,1037,1.11894E+12,24.486,171.026,6451995.54,1872947.89,15.5,7,2,1.61,-3.33,2,101,208,0,2,2,1,967,0,19.28,11.98
973,6842,1037,1.11894E+12,24.495,171.162,6451995.615,1872948.041,15.5,7,2,1.31,-2.41,2,101,208,0,2,2,1,967,0,19.15,14.62
973,6843,1037,1.11894E+12,24.503,171.271,6451995.669,1872948.151,15.5,7,2,1.18,-0.85,2,101,208,0,2,2,1,967,0,19.04,16.14
973,6844,1037,1.11894E+12,24.51,171.371,6451995.695,1872948.201,15.5,7,2,1.22,1.63,2,101,208,0,2,2,1,967,0,18.94,15.52
973,6845,1037,1.11894E+12,24.519,171.501,6451995.749,1872948.311,15.5,7,2,1.31,1.34,2,101,208,0,2,2,1,967,0,18.81,14.36
973,6846,1037,1.11894E+12,24.531,171.662,6451995.838,1872948.489,15.5,7,2,1.22,-2.66,2,101,208,0,2,2,1,967,0,18.65,15.29
973,6847,1037,1.11894E+12,24.54,171.793,6451995.906,1872948.625,15.5,7,2,0.85,-5.75,2,101,208,0,2,2,1,967,0,18.52,21.79
973,6848,1037,1.11894E+12,24.544,171.845,6451995.918,1872948.65,15.5,7,2,0.37,-4.65,2,101,208,0,2,2,1,967,0,18.47,49.91
973,6849,1037,1.11894E+12,24.543,171.839,6451995.905,1872948.624,15.5,7,2,0.05,-1.53,2,101,208,0,2,2,1,967,0,18.47,369.42
973,6850,1037,1.11894E+12,24.542,171.823,6451995.905,1872948.624,15.5,7,2,0.04,-0.24,2,101,208,0,2,2,1,967,0,18.49,462.2
973,6851,1037,1.11894E+12,24.542,171.819,6451995.905,1872948.624,15.5,7,2,0,0.25,2,101,208,0,2,2,1,967,0,18.5,9999.99
973,6852,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.5,9999.99
973,6853,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.5,9999.99
973,6854,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.5,9999.99
973,6855,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6856,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6857,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6858,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6859,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6860,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6861,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6862,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6863,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6864,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6865,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6866,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6867,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6868,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6869,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6870,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6871,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6872,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6873,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6874,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6875,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6876,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6877,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6878,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6879,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.5,9999.99
973,6880,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.5,9999.99
973,6881,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.5,9999.99
973,6882,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6883,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6884,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6885,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6886,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6887,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6888,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6889,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6890,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6891,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6892,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.49,9999.99
973,6893,1037,1.11894E+12,24.542,171.821,6451995.905,1872948.624,15.5,7,2,0,0,2,101,208,0,2,2,1,967,0,18.5,9999.99
973,6894,1037,1.11894E+12,24.542,171.823,6451995.905,1872948.624,15.5,7,2,0,-0.25,2,101,208,0,2,2,1,967,0,18.5,9999.99
973,6895,1037,1.11894E+12,24.542,171.819,6451995.905,1872948.624,15.5,7,2,0.04,0.23,2,101,208,0,2,2,1,967,0,18.5,462.55
973,6896,1037,1.11894E+12,24.541,171.803,6451995.905,1872948.624,15.5,7,2,0.05,1.55,2,101,208,0,2,2,1,967,0,18.51,370.24
973,6897,1037,1.11894E+12,24.54,171.797,6451995.892,1872948.598,15.5,7,2,0.38,4.65,2,101,208,0,2,2,1,967,0,18.51,48.72
973,6898,1037,1.11894E+12,24.543,171.848,6451995.904,1872948.623,15.5,7,2,0.86,5.99,2,101,208,0,2,2,1,967,0,18.46,21.47
973,6899,1037,1.11894E+12,24.553,171.982,6451995.972,1872948.759,15.5,7,2,1.26,2.86,2,101,208,0,2,2,1,967,0,18.33,14.55
973,6900,1037,1.11894E+12,24.565,172.161,6451996.06,1872948.937,15.5,7,2,1.24,-3.14,2,101,208,0,2,2,1,967,0,18.15,14.64
973,6901,1037,1.11894E+12,24.575,172.292,6451996.128,1872949.073,15.5,7,2,0.83,-6.22,2,101,208,0,2,2,1,967,0,18.02,21.71
973,6902,1037,1.11894E+12,24.577,172.326,6451996.14,1872949.098,15.5,7,2,0.43,-3.09,2,101,208,0,2,2,1,967,0,17.99,41.83
973,6903,1037,1.11894E+12,24.576,172.314,6451996.114,1872949.046,15.5,7,2,0.43,3.1,2,101,208,0,2,2,1,967,0,18,41.85
973,6904,1037,1.11894E+12,24.578,172.35,6451996.126,1872949.071,15.5,7,2,0.81,5.96,2,101,208,0,2,2,1,967,0,17.96,22.17
973,6905,1037,1.11894E+12,24.587,172.478,6451996.194,1872949.207,15.5,7,2,1.2,2.9,2,101,208,0,2,2,1,967,0,17.83,14.86
973,6906,1037,1.11894E+12,24.598,172.64,6451996.282,1872949.385,15.5,7,2,1.31,-1.33,2,101,208,0,2,2,1,967,0,17.67,13.49
973,6907,1037,1.11894E+12,24.607,172.768,6451996.336,1872949.495,15.5,7,2,1.24,-1.36,2,101,208,0,2,2,1,967,0,17.54,14.15
973,6908,1037,1.11894E+12,24.614,172.87,6451996.362,1872949.545,15.5,7,2,1.24,1.34,2,101,208,0,2,2,1,967,0,17.44,14.07
973,6909,1037,1.11894E+12,24.623,172.999,6451996.416,1872949.655,15.5,7,2,1.29,1.09,2,101,208,0,2,2,1,967,0,17.31,13.42
973,6910,1037,1.11894E+12,24.634,173.157,6451996.504,1872949.833,15.5,7,2,1.18,-2.87,2,101,208,0,2,2,1,967,0,17.15,14.54
973,6911,1037,1.11894E+12,24.642,173.272,6451996.572,1872949.969,15.5,7,2,0.9,-4.19,2,101,208,0,2,2,1,967,0,17.04,18.93
973,6912,1037,1.11894E+12,24.645,173.318,6451996.571,1872949.968,15.5,7,2,0.75,0,2,101,208,0,2,2,1,967,0,16.99,22.66
973,6913,1037,1.11894E+12,24.648,173.364,6451996.57,1872949.967,15.5,7,2,0.9,4.2,2,101,208,0,2,2,1,967,0,16.95,18.83
973,6914,1037,1.11894E+12,24.656,173.479,6451996.638,1872950.103,15.5,7,2,1.18,2.89,2,101,208,0,2,2,1,967,0,16.83,14.26
973,6915,1037,1.11894E+12,24.667,173.637,6451996.727,1872950.281,15.5,7,2,1.29,-1.08,2,101,208,0,2,2,1,967,0,16.67,12.93
973,6916,1037,1.11894E+12,24.676,173.767,6451996.781,1872950.391,15.5,7,2,1.24,-1.37,2,101,208,0,2,2,1,967,0,16.55,13.35
973,6917,1037,1.11894E+12,24.683,173.868,6451996.807,1872950.441,15.5,7,2,1.24,1.34,2,101,208,0,2,2,1,967,0,16.46,13.27
973,6918,1037,1.11894E+12,24.692,173.995,6451996.861,1872950.551,15.5,7,2,1.31,1.34,2,101,208,0,2,2,1,967,0,16.33,12.46
973,6919,1037,1.11894E+12,24.704,174.156,6451996.949,1872950.729,15.5,7,2,1.22,-2.64,2,101,208,0,2,2,1,967,0,16.15,13.24
973,6920,1037,1.11894E+12,24.712,174.287,6451997.017,1872950.865,15.5,7,2,0.85,-5.73,2,101,208,0,2,2,1,967,0,16,18.83
973,6921,1037,1.11894E+12,24.716,174.34,6451997.029,1872950.89,15.5,7,2,0.38,-4.65,2,101,208,0,2,2,1,967,0,16,42.1
973,6922,1037,1.11894E+12,24.715,174.334,6451997.016,1872950.864,15.5,7,2,0.05,-1.55,2,101,208,0,2,2,1,967,0,16.13,322.7
